time;mean_behaviour_rate;classes
78.32;0.1866666666666666;1
78.36;0.1833333333333333;1
78.4;0.1816666666666666;1
78.44;0.1766666666666666;1
78.48;0.1733333333333333;1
78.52;0.17;1
78.56;0.165;1
78.6;0.16;1
78.64;0.155;1
78.68;0.15;0
78.72;0.1483333333333333;0
78.76;0.1466666666666666;0
78.8;0.145;0
78.84;0.1433333333333333;0
78.88;0.1399999999999999;0
78.92;0.1383333333333333;0
78.96;0.1349999999999999;0
79.0;0.1333333333333333;0
79.04;0.1316666666666666;0
79.08;0.1299999999999999;0
79.12;0.1283333333333333;0
79.16;0.125;0
79.2;0.125;0
79.24;0.1216666666666666;0
79.28;0.1216666666666666;0
79.32;0.12;0
79.36;0.1183333333333333;0
79.4;0.1166666666666666;0
79.44;0.1183333333333333;0
79.48;0.1183333333333333;0
79.52;0.1183333333333333;0
79.56;0.1149999999999999;0
79.6;0.1133333333333333;0
79.64;0.1116666666666666;0
79.68;0.1083333333333333;0
79.72;0.1066666666666666;0
79.76;0.1033333333333333;0
79.8;0.1016666666666666;0
79.84;0.0983333333333333;0
79.88;0.0966666666666666;0
79.92;0.0966666666666666;0
79.96;0.0916666666666666;0
80.0;0.0916666666666666;0
80.04;0.09;0
80.08;0.0916666666666666;0
80.12;0.09;0
80.16;0.09;0
80.2;0.0883333333333333;0
80.24;0.0883333333333333;0
80.28;0.0866666666666666;0
80.32;0.0866666666666666;0
80.36;0.085;0
80.4;0.085;0
80.44;0.0833333333333333;0
80.48;0.0833333333333333;0
80.52;0.0833333333333333;0
80.56;0.0816666666666666;0
80.6;0.0816666666666666;0
80.64;0.0816666666666666;0
80.68;0.0816666666666666;0
80.72;0.0816666666666666;0
80.76;0.0816666666666666;0
80.8;0.08;0
80.84;0.08;0
80.88;0.08;0
80.92;0.08;0
80.96;0.08;0
81.0;0.0816666666666666;0
81.04;0.0816666666666666;0
81.08;0.0816666666666666;0
81.12;0.0833333333333333;0
81.16;0.0833333333333333;0
81.2;0.08;0
81.24;0.0783333333333333;0
81.28;0.0783333333333333;0
81.32;0.075;0
81.36;0.0733333333333333;0
81.4;0.0716666666666666;0
81.44;0.0699999999999999;0
81.48;0.0699999999999999;0
81.52;0.0699999999999999;0
81.56;0.0699999999999999;0
81.6;0.0699999999999999;0
81.64;0.0699999999999999;0
81.68;0.0699999999999999;0
81.72;0.0699999999999999;0
81.76;0.0683333333333333;0
81.8;0.0683333333333333;0
81.84;0.0666666666666666;0
81.88;0.0633333333333333;0
81.92;0.0633333333333333;0
81.96;0.06;0
82.0;0.0583333333333333;0
82.04;0.0566666666666666;0
82.08;0.055;0
82.12;0.0533333333333333;0
82.16;0.0499999999999999;-1
82.2;0.0466666666666666;-1
82.24;0.0416666666666666;-1
82.28;0.04;-1
82.32;0.04;-1
82.36;0.0383333333333333;-1
82.4;0.0349999999999999;-1
82.44;0.0333333333333333;-1
82.48;0.0316666666666666;-1
82.52;0.03;-1
82.56;0.0283333333333333;-1
82.6;0.0283333333333333;-1
82.64;0.0249999999999999;-1
82.68;0.0233333333333333;-1
82.72;0.0233333333333333;-1
82.76;0.0233333333333333;-1
82.8;0.0266666666666666;-1
82.84;0.025;-1
82.88;0.0283333333333333;-1
82.92;0.0266666666666666;-1
82.96;0.0249999999999999;-1
83.0;0.0249999999999999;-1
83.04;0.0266666666666666;-1
83.08;0.0266666666666666;-1
83.12;0.0283333333333333;-1
83.16;0.0283333333333333;-1
83.2;0.0283333333333333;-1
83.24;0.0283333333333333;-1
83.28;0.0283333333333333;-1
83.32;0.0283333333333333;-1
83.36;0.0283333333333333;-1
83.4;0.0283333333333333;-1
83.44;0.0283333333333333;-1
83.48;0.0283333333333333;-1
83.52;0.0283333333333333;-1
83.56;0.0283333333333333;-1
83.6;0.0266666666666666;-1
83.64;0.0283333333333333;-1
83.68;0.03;-1
83.72;0.0283333333333333;-1
83.76;0.0283333333333333;-1
83.8;0.0283333333333333;-1
83.84;0.0283333333333333;-1
83.88;0.0283333333333333;-1
83.92;0.0283333333333333;-1
83.96;0.0283333333333333;-1
84.0;0.0283333333333333;-1
84.04;0.0283333333333333;-1
84.08;0.0283333333333333;-1
84.12;0.0266666666666666;-1
84.16;0.0266666666666666;-1
84.2;0.025;-1
84.24;0.025;-1
84.28;0.0266666666666666;-1
84.32;0.0266666666666666;-1
84.36;0.0249999999999999;-1
84.4;0.025;-1
84.44;0.0233333333333333;-1
84.48;0.0216666666666666;-1
84.52;0.02;-1
84.56;0.0166666666666666;-1
84.6;0.0166666666666666;-1
84.64;0.015;-1
84.68;0.015;-1
84.72;0.0133333333333333;-1
84.76;0.0116666666666666;-1
84.8;0.0083333333333333;-1
84.84;0.01;-1
84.88;0.01;-1
84.92;0.0083333333333333;-1
84.96;0.0066666666666666;-1
85.0;0.0016666666666666;-1
85.04;-0.0016666666666666;-1
85.08;-0.0033333333333333;-1
85.12;-0.0066666666666666;-1
85.16;-0.0083333333333333;-1
85.2;-0.0066666666666666;-1
85.24;-0.0066666666666666;-1
85.28;-0.0049999999999999;-1
85.32;-0.0049999999999999;-1
85.36;-0.0083333333333333;-1
85.4;-0.0083333333333333;-1
85.44;-0.0066666666666666;-1
85.48;-0.0066666666666666;-1
85.52;-0.0066666666666666;-1
85.56;-0.0066666666666666;-1
85.6;-0.0066666666666666;-1
85.64;-0.0066666666666666;-1
85.68;-0.0066666666666666;-1
85.72;-0.0049999999999999;-1
85.76;-0.0049999999999999;-1
85.8;-0.0033333333333333;-1
85.84;-0.0033333333333333;-1
85.88;-0.0033333333333333;-1
85.92;-0.0033333333333333;-1
85.96;-0.0016666666666666;-1
86.0;-0.0016666666666666;-1
86.04;2.312964634635743e-18;-1
86.08;2.312964634635743e-18;-1
86.12;0.0016666666666666;-1
86.16;0.0016666666666666;-1
86.2;0.0033333333333333;-1
86.24;0.0016666666666666;-1
86.28;0.0016666666666666;-1
86.32;0.0033333333333333;-1
86.36;0.0033333333333333;-1
86.4;0.0049999999999999;-1
86.44;0.0066666666666666;-1
86.48;0.0066666666666666;-1
86.52;0.0066666666666666;-1
86.56;0.0083333333333333;-1
86.6;0.0083333333333333;-1
86.64;0.0083333333333333;-1
86.68;0.0083333333333333;-1
86.72;0.0083333333333333;-1
86.76;0.005;-1
86.8;0.0016666666666666;-1
86.84;-2.312964634635743e-18;-1
86.88;-0.0016666666666666;-1
86.92;-0.0033333333333333;-1
86.96;-0.0033333333333333;-1
87.0;-0.01;-1
87.04;-0.0199999999999999;-1
87.08;-0.0283333333333333;-1
87.12;-0.0333333333333333;-1
87.16;-0.0349999999999999;-1
87.2;-0.0366666666666666;-1
87.24;-0.0383333333333333;-1
87.28;-0.0399999999999999;-1
87.32;-0.0416666666666666;-1
87.36;-0.0466666666666666;-1
87.4;-0.0483333333333333;-1
87.44;-0.0516666666666666;-1
87.48;-0.0549999999999999;-1
87.52;-0.0566666666666666;-1
87.56;-0.0616666666666666;-1
87.6;-0.0633333333333333;-1
87.64;-0.0649999999999999;-1
87.68;-0.0666666666666666;-1
87.72;-0.0666666666666666;-1
87.76;-0.0666666666666666;-1
87.8;-0.0649999999999999;-1
87.84;-0.0683333333333333;-1
87.88;-0.0683333333333333;-1
87.92;-0.0683333333333333;-1
87.96;-0.0666666666666666;-1
88.0;-0.065;-1
88.04;-0.0666666666666666;-1
88.08;-0.0683333333333333;-1
88.12;-0.0683333333333333;-1
88.16;-0.0683333333333333;-1
88.2;-0.0683333333333333;-1
88.24;-0.0666666666666666;-1
88.28;-0.065;-1
88.32;-0.0649999999999999;-1
88.36;-0.0633333333333333;-1
88.4;-0.0633333333333333;-1
88.44;-0.0649999999999999;-1
88.48;-0.0683333333333333;-1
88.52;-0.0683333333333333;-1
88.56;-0.0699999999999999;-1
88.6;-0.0699999999999999;-1
88.64;-0.0716666666666666;-1
88.68;-0.0716666666666666;-1
88.72;-0.0716666666666666;-1
88.76;-0.0733333333333333;-1
88.8;-0.075;-1
88.84;-0.075;-1
88.88;-0.0766666666666666;-1
88.92;-0.0783333333333333;-1
88.96;-0.08;-1
89.0;-0.0816666666666666;-1
89.04;-0.0833333333333333;-1
89.08;-0.0833333333333333;-1
89.12;-0.0833333333333333;-1
89.16;-0.0833333333333333;-1
89.2;-0.0833333333333333;-1
89.24;-0.0816666666666666;-1
89.28;-0.0816666666666666;-1
89.32;-0.0816666666666666;-1
89.36;-0.0816666666666666;-1
89.4;-0.0816666666666666;-1
89.44;-0.0816666666666666;-1
89.48;-0.0816666666666666;-1
89.52;-0.08;-1
89.56;-0.08;-1
89.6;-0.0783333333333333;-1
89.64;-0.0783333333333333;-1
89.68;-0.0783333333333333;-1
89.72;-0.0783333333333333;-1
89.76;-0.0783333333333333;-1
89.8;-0.0783333333333333;-1
89.84;-0.0766666666666666;-1
89.88;-0.0766666666666666;-1
89.92;-0.0766666666666666;-1
89.96;-0.075;-1
90.0;-0.075;-1
90.04;-0.075;-1
90.08;-0.075;-1
90.12;-0.075;-1
90.16;-0.075;-1
90.2;-0.075;-1
90.24;-0.075;-1
90.28;-0.075;-1
90.32;-0.075;-1
90.36;-0.075;-1
90.4;-0.0733333333333333;-1
90.44;-0.075;-1
90.48;-0.075;-1
90.52;-0.075;-1
90.56;-0.075;-1
90.6;-0.0733333333333333;-1
90.64;-0.0733333333333333;-1
90.68;-0.0733333333333333;-1
90.72;-0.0733333333333333;-1
90.76;-0.0733333333333333;-1
90.8;-0.0733333333333333;-1
90.84;-0.0733333333333333;-1
90.88;-0.0733333333333333;-1
90.92;-0.0716666666666666;-1
90.96;-0.0716666666666666;-1
91.0;-0.0683333333333333;-1
91.04;-0.06;-1
91.08;-0.0516666666666666;-1
91.12;-0.0483333333333333;-1
91.16;-0.0416666666666666;-1
91.2;-0.0316666666666666;-1
91.24;-0.0233333333333333;-1
91.28;-0.01;-1
91.32;1.734723475976807e-18;-1
91.36;0.0133333333333333;-1
91.4;0.0283333333333333;-1
91.44;0.0416666666666666;-1
91.48;0.0583333333333333;0
91.52;0.0699999999999999;0
91.56;0.0866666666666666;0
91.6;0.0966666666666666;0
91.64;0.1033333333333333;0
91.68;0.1083333333333333;0
91.72;0.115;0
91.76;0.1183333333333333;0
91.8;0.12;0
91.84;0.1233333333333333;0
91.88;0.125;0
91.92;0.125;0
91.96;0.1233333333333333;0
92.0;0.1216666666666666;0
92.04;0.1216666666666666;0
92.08;0.1216666666666666;0
92.12;0.1216666666666666;0
92.16;0.12;0
92.2;0.12;0
92.24;0.1216666666666666;0
92.28;0.12;0
92.32;0.1183333333333333;0
92.36;0.1183333333333333;0
92.4;0.1166666666666666;0
92.44;0.1166666666666666;0
92.48;0.1183333333333333;0
92.52;0.1216666666666666;0
92.56;0.1233333333333333;0
92.6;0.1233333333333333;0
92.64;0.1283333333333333;0
92.68;0.1366666666666666;0
92.72;0.1383333333333333;0
92.76;0.1383333333333333;0
92.8;0.1383333333333333;0
92.84;0.1399999999999999;0
92.88;0.1399999999999999;0
92.92;0.1416666666666666;0
92.96;0.1433333333333333;0
93.0;0.1466666666666666;0
93.04;0.1483333333333333;0
93.08;0.155;1
93.12;0.1683333333333333;1
93.16;0.1733333333333333;1
93.2;0.175;1
93.24;0.175;1
93.28;0.175;1
93.32;0.1766666666666666;1
93.36;0.1783333333333333;1
93.4;0.1783333333333333;1
93.44;0.1783333333333333;1
93.48;0.1783333333333333;1
93.52;0.1766666666666666;1
93.56;0.18;1
93.6;0.1816666666666666;1
93.64;0.1833333333333333;1
93.68;0.1883333333333333;1
93.72;0.1899999999999999;1
93.76;0.1933333333333332;1
93.8;0.1966666666666666;1
93.84;0.1966666666666666;1
93.88;0.1983333333333333;1
93.92;0.1999999999999999;1
93.96;0.2016666666666666;1
94.0;0.2033333333333332;1
94.04;0.205;1
94.08;0.2066666666666666;1
94.12;0.2066666666666666;1
94.16;0.2066666666666666;1
94.2;0.2083333333333333;1
94.24;0.2083333333333333;1
94.28;0.2083333333333333;1
94.32;0.2099999999999999;1
94.36;0.2099999999999999;1
94.4;0.2099999999999999;1
94.44;0.2116666666666666;1
94.48;0.2116666666666666;1
94.52;0.2149999999999999;1
94.56;0.2166666666666666;1
94.6;0.215;1
94.64;0.215;1
94.68;0.215;1
94.72;0.215;1
94.76;0.215;1
94.8;0.2133333333333333;1
94.84;0.2116666666666666;1
94.88;0.2116666666666666;1
94.92;0.21;1
94.96;0.21;1
95.0;0.2066666666666666;1
95.04;0.2083333333333333;1
95.08;0.2083333333333333;1
95.12;0.2083333333333333;1
95.16;0.2066666666666666;1
95.2;0.2033333333333333;1
95.24;0.2033333333333333;1
95.28;0.2033333333333333;1
95.32;0.2033333333333333;1
95.36;0.2033333333333333;1
95.4;0.1999999999999999;1
95.44;0.1999999999999999;1
95.48;0.1983333333333333;1
95.52;0.1966666666666666;1
95.56;0.1966666666666666;1
95.6;0.1949999999999999;1
95.64;0.1933333333333333;1
95.68;0.1899999999999999;1
95.72;0.1866666666666666;1
95.76;0.1816666666666666;1
95.8;0.1783333333333333;1
95.84;0.1783333333333333;1
95.88;0.1783333333333333;1
95.92;0.1766666666666666;1
95.96;0.1766666666666666;1
96.0;0.175;1
96.04;0.175;1
96.08;0.1733333333333333;1
96.12;0.1716666666666666;1
96.16;0.1666666666666666;1
96.2;0.1633333333333333;1
96.24;0.1633333333333333;1
96.28;0.1633333333333333;1
96.32;0.1633333333333333;1
96.36;0.16;1
96.4;0.16;1
96.44;0.16;1
96.48;0.16;1
96.52;0.16;1
96.56;0.16;1
96.6;0.1583333333333333;1
96.64;0.155;1
96.68;0.1533333333333333;1
96.72;0.1516666666666666;1
96.76;0.1466666666666666;0
96.8;0.1433333333333333;0
96.84;0.1383333333333333;0
96.88;0.1383333333333333;0
96.92;0.1383333333333333;0
96.96;0.1383333333333333;0
97.0;0.1366666666666667;0
97.04;0.1333333333333333;0
97.08;0.13;0
97.12;0.125;0
97.16;0.1216666666666666;0
97.2;0.1216666666666666;0
97.24;0.12;0
97.28;0.12;0
97.32;0.12;0
97.36;0.12;0
97.4;0.1183333333333333;0
97.44;0.1166666666666666;0
97.48;0.115;0
97.52;0.1133333333333333;0
97.56;0.1133333333333333;0
97.6;0.11;0
97.64;0.1066666666666666;0
97.68;0.105;0
97.72;0.1033333333333333;0
97.76;0.1033333333333333;0
97.8;0.1016666666666666;0
97.84;0.0999999999999999;0
97.88;0.0999999999999999;0
97.92;0.0999999999999999;0
97.96;0.0999999999999999;0
98.0;0.0983333333333333;0
98.04;0.0949999999999999;0
98.08;0.0933333333333333;0
98.12;0.0933333333333333;0
98.16;0.0933333333333333;0
98.2;0.0933333333333333;0
98.24;0.0933333333333333;0
98.28;0.0933333333333333;0
98.32;0.0916666666666666;0
98.36;0.0916666666666666;0
98.4;0.0916666666666666;0
98.44;0.0916666666666666;0
98.48;0.0899999999999999;0
98.52;0.0899999999999999;0
98.56;0.0899999999999999;0
98.6;0.0883333333333333;0
98.64;0.0883333333333333;0
98.68;0.0883333333333333;0
98.72;0.085;0
98.76;0.085;0
98.8;0.0833333333333333;0
98.84;0.0783333333333333;0
98.88;0.0766666666666666;0
98.92;0.0733333333333333;0
98.96;0.0699999999999999;0
99.0;0.0699999999999999;0
99.04;0.0699999999999999;0
99.08;0.0699999999999999;0
99.12;0.0699999999999999;0
99.16;0.0699999999999999;0
99.2;0.0683333333333333;0
99.24;0.0683333333333333;0
99.28;0.0683333333333333;0
99.32;0.0666666666666666;0
99.36;0.0649999999999999;0
99.4;0.0633333333333333;0
99.44;0.0633333333333333;0
99.48;0.0633333333333333;0
99.52;0.0633333333333333;0
99.56;0.0633333333333333;0
99.6;0.0633333333333333;0
99.64;0.0616666666666666;0
99.68;0.0616666666666666;0
99.72;0.0583333333333333;0
99.76;0.0549999999999999;0
99.8;0.0533333333333333;0
99.84;0.0516666666666666;0
99.88;0.0516666666666666;0
99.92;0.0483333333333333;-1
99.96;0.0449999999999999;-1
100.0;0.0433333333333333;-1
100.04;0.0416666666666666;-1
100.08;0.04;-1
100.12;0.04;-1
100.16;0.04;-1
100.2;0.04;-1
100.24;0.04;-1
100.28;0.04;-1
100.32;0.0416666666666666;-1
100.36;0.0433333333333333;-1
100.4;0.0433333333333333;-1
100.44;0.0433333333333333;-1
100.48;0.0433333333333333;-1
100.52;0.0433333333333333;-1
100.56;0.0433333333333333;-1
100.6;0.0433333333333333;-1
100.64;0.0433333333333333;-1
100.68;0.0433333333333333;-1
100.72;0.0433333333333333;-1
100.76;0.0433333333333333;-1
100.8;0.0433333333333333;-1
100.84;0.0416666666666666;-1
100.88;0.0416666666666666;-1
100.92;0.0416666666666666;-1
100.96;0.0416666666666666;-1
101.0;0.0416666666666666;-1
101.04;0.04;-1
101.08;0.04;-1
101.12;0.04;-1
101.16;0.0383333333333333;-1
101.2;0.0383333333333333;-1
101.24;0.0383333333333333;-1
101.28;0.0366666666666666;-1
101.32;0.0366666666666666;-1
101.36;0.0366666666666666;-1
101.4;0.0383333333333333;-1
101.44;0.0366666666666666;-1
101.48;0.0366666666666666;-1
101.52;0.0366666666666666;-1
101.56;0.035;-1
101.6;0.0333333333333333;-1
101.64;0.0316666666666666;-1
101.68;0.0283333333333333;-1
101.72;0.0283333333333333;-1
101.76;0.0266666666666666;-1
101.8;0.0266666666666666;-1
101.84;0.0266666666666666;-1
101.88;0.0283333333333333;-1
101.92;0.0283333333333333;-1
101.96;0.0283333333333333;-1
102.0;0.0283333333333333;-1
102.04;0.0283333333333333;-1
102.08;0.0283333333333333;-1
102.12;0.0283333333333333;-1
102.16;0.0283333333333333;-1
102.2;0.0283333333333333;-1
102.24;0.0283333333333333;-1
102.28;0.0283333333333333;-1
102.32;0.0283333333333333;-1
102.36;0.0283333333333333;-1
102.4;0.0283333333333333;-1
102.44;0.0283333333333333;-1
102.48;0.0283333333333333;-1
102.52;0.0283333333333333;-1
102.56;0.0283333333333333;-1
102.6;0.0283333333333333;-1
102.64;0.03;-1
102.68;0.0316666666666666;-1
102.72;0.03;-1
102.76;0.03;-1
102.8;0.0283333333333333;-1
102.84;0.0283333333333333;-1
102.88;0.0266666666666666;-1
102.92;0.0266666666666666;-1
102.96;0.0266666666666666;-1
103.0;0.03;-1
103.04;0.035;-1
103.08;0.0416666666666666;-1
103.12;0.0433333333333333;-1
103.16;0.0466666666666666;-1
103.2;0.05;0
103.24;0.0566666666666666;0
103.28;0.0633333333333333;0
103.32;0.0766666666666666;0
103.36;0.095;0
103.4;0.1066666666666666;0
103.44;0.12;0
103.48;0.1349999999999999;0
103.52;0.1433333333333333;0
103.56;0.1516666666666666;1
103.6;0.1566666666666666;1
103.64;0.1666666666666666;1
103.68;0.1716666666666666;1
103.72;0.1766666666666666;1
103.76;0.1816666666666666;1
103.8;0.1899999999999999;1
103.84;0.1949999999999999;1
103.88;0.1999999999999999;1
103.92;0.205;1
103.96;0.2133333333333333;1
104.0;0.2216666666666666;1
104.04;0.2316666666666667;1
104.08;0.24;1
104.12;0.2483333333333333;1
104.16;0.2566666666666666;1
104.2;0.2649999999999999;1
104.24;0.2733333333333334;1
104.28;0.2816666666666667;1
104.32;0.29;1
104.36;0.3;1
104.4;0.3066666666666666;1
104.44;0.31;1
104.48;0.3083333333333333;1
104.52;0.3083333333333333;1
104.56;0.31;1
104.6;0.31;1
104.64;0.31;1
104.68;0.31;1
104.72;0.3066666666666667;1
104.76;0.3066666666666667;1
104.8;0.3066666666666667;1
104.84;0.31;1
104.88;0.31;1
104.92;0.3116666666666667;1
104.96;0.315;1
105.0;0.3166666666666667;1
105.04;0.32;1
105.08;0.325;1
105.12;0.3266666666666666;1
105.16;0.3333333333333333;1
105.2;0.3383333333333334;1
105.24;0.3416666666666666;1
105.28;0.3466666666666667;1
105.32;0.3483333333333333;1
105.36;0.3516666666666667;1
105.4;0.3566666666666667;1
105.44;0.3583333333333333;1
105.48;0.3616666666666666;1
105.52;0.365;1
105.56;0.37;1
105.6;0.37;1
105.64;0.37;1
105.68;0.3733333333333333;1
105.72;0.3766666666666667;1
105.76;0.3783333333333333;1
105.8;0.38;1
105.84;0.3833333333333333;1
105.88;0.3833333333333333;1
105.92;0.3833333333333333;1
105.96;0.38;1
106.0;0.3783333333333333;1
106.04;0.3783333333333333;1
106.08;0.3833333333333333;1
106.12;0.3816666666666666;1
106.16;0.3816666666666666;1
106.2;0.38;1
106.24;0.3783333333333333;1
106.28;0.3766666666666667;1
106.32;0.3733333333333333;1
106.36;0.37;1
106.4;0.3666666666666667;1
106.44;0.365;1
106.48;0.3633333333333333;1
106.52;0.3616666666666666;1
106.56;0.3583333333333333;1
106.6;0.355;1
106.64;0.3516666666666666;1
106.68;0.345;1
106.72;0.3433333333333333;1
106.76;0.34;1
106.8;0.3366666666666666;1
106.84;0.3349999999999999;1
106.88;0.3316666666666666;1
106.92;0.3283333333333333;1
106.96;0.3283333333333333;1
107.0;0.3233333333333333;1
107.04;0.3199999999999999;1
107.08;0.3199999999999999;1
107.12;0.3183333333333333;1
107.16;0.3166666666666666;1
107.2;0.315;1
107.24;0.315;1
107.28;0.3133333333333333;1
107.32;0.3133333333333333;1
107.36;0.315;1
107.4;0.3133333333333333;1
107.44;0.315;1
107.48;0.315;1
107.52;0.315;1
107.56;0.3133333333333333;1
107.6;0.3133333333333333;1
107.64;0.3116666666666666;1
107.68;0.3083333333333333;1
107.72;0.3083333333333333;1
107.76;0.3066666666666666;1
107.8;0.3016666666666666;1
107.84;0.2983333333333333;1
107.88;0.2916666666666667;1
107.92;0.2866666666666667;1
107.96;0.2816666666666667;1
108.0;0.2783333333333334;1
108.04;0.2699999999999999;1
108.08;0.2633333333333332;1
108.12;0.2549999999999999;1
108.16;0.2416666666666666;1
108.2;0.2316666666666666;1
108.24;0.2249999999999999;1
108.28;0.22;1
108.32;0.2116666666666666;1
108.36;0.2066666666666666;1
108.4;0.2033333333333333;1
108.44;0.1983333333333333;1
108.48;0.1949999999999999;1
108.52;0.1933333333333333;1
108.56;0.1899999999999999;1
108.6;0.1866666666666666;1
108.64;0.1866666666666666;1
108.68;0.1833333333333333;1
108.72;0.1833333333333333;1
108.76;0.1799999999999999;1
108.8;0.1799999999999999;1
108.84;0.1766666666666666;1
108.88;0.1749999999999999;1
108.92;0.1683333333333333;1
108.96;0.1666666666666666;1
109.0;0.1616666666666666;1
109.04;0.1566666666666666;1
109.08;0.155;1
109.12;0.155;1
109.16;0.1583333333333333;1
109.2;0.1666666666666666;1
109.24;0.1716666666666666;1
109.28;0.1749999999999999;1
109.32;0.1783333333333333;1
109.36;0.1833333333333333;1
109.4;0.1849999999999999;1
109.44;0.19;1
109.48;0.2033333333333332;1
109.52;0.2116666666666666;1
109.56;0.2183333333333333;1
109.6;0.2199999999999999;1
109.64;0.2199999999999999;1
109.68;0.2183333333333333;1
109.72;0.2199999999999999;1
109.76;0.2233333333333333;1
109.8;0.2216666666666666;1
109.84;0.2216666666666666;1
109.88;0.22;1
109.92;0.2216666666666666;1
109.96;0.22;1
110.0;0.2183333333333333;1
110.04;0.22;1
110.08;0.22;1
110.12;0.22;1
110.16;0.2183333333333333;1
110.2;0.2183333333333333;1
110.24;0.22;1
110.28;0.2216666666666666;1
110.32;0.22;1
110.36;0.22;1
110.4;0.2216666666666666;1
110.44;0.2233333333333333;1
110.48;0.2233333333333333;1
110.52;0.225;1
110.56;0.2233333333333333;1
110.6;0.2233333333333333;1
110.64;0.2216666666666666;1
110.68;0.22;1
110.72;0.22;1
110.76;0.2183333333333333;1
110.8;0.2183333333333333;1
110.84;0.2166666666666666;1
110.88;0.2166666666666666;1
110.92;0.2166666666666666;1
110.96;0.2166666666666666;1
111.0;0.215;1
111.04;0.2133333333333333;1
111.08;0.2116666666666666;1
111.12;0.2116666666666666;1
111.16;0.21;1
111.2;0.21;1
111.24;0.2083333333333333;1
111.28;0.2066666666666666;1
111.32;0.2066666666666666;1
111.36;0.2066666666666667;1
111.4;0.205;1
111.44;0.205;1
111.48;0.205;1
111.52;0.2033333333333333;1
111.56;0.2016666666666667;1
111.6;0.2016666666666667;1
111.64;0.2016666666666667;1
111.68;0.2016666666666667;1
111.72;0.2016666666666667;1
111.76;0.2;1
111.8;0.2;1
111.84;0.1983333333333333;1
111.88;0.1983333333333333;1
111.92;0.1983333333333333;1
111.96;0.195;1
112.0;0.1933333333333333;1
112.04;0.1933333333333333;1
112.08;0.1916666666666666;1
112.12;0.1916666666666666;1
112.16;0.19;1
112.2;0.1866666666666666;1
112.24;0.1866666666666666;1
112.28;0.185;1
112.32;0.185;1
112.36;0.1816666666666666;1
112.4;0.1816666666666666;1
112.44;0.1816666666666666;1
112.48;0.18;1
112.52;0.18;1
112.56;0.1783333333333333;1
112.6;0.1766666666666666;1
112.64;0.1766666666666666;1
112.68;0.175;1
112.72;0.175;1
112.76;0.1733333333333333;1
112.8;0.1733333333333333;1
112.84;0.1733333333333333;1
112.88;0.1733333333333333;1
112.92;0.17;1
112.96;0.17;1
113.0;0.17;1
113.04;0.17;1
113.08;0.1683333333333333;1
113.12;0.1683333333333333;1
113.16;0.1666666666666666;1
113.2;0.1666666666666666;1
113.24;0.165;1
113.28;0.1633333333333333;1
113.32;0.1616666666666667;1
113.36;0.1616666666666667;1
113.4;0.1616666666666667;1
113.44;0.1616666666666667;1
113.48;0.1616666666666667;1
113.52;0.1616666666666667;1
113.56;0.1633333333333333;1
113.6;0.1633333333333333;1
113.64;0.1633333333333333;1
113.68;0.1633333333333333;1
113.72;0.1566666666666666;1
113.76;0.15;0
113.8;0.1483333333333333;0
113.84;0.15;0
113.88;0.15;0
113.92;0.1483333333333333;0
113.96;0.15;0
114.0;0.15;0
114.04;0.1516666666666666;1
114.08;0.1533333333333333;1
114.12;0.155;1
114.16;0.155;1
114.2;0.1566666666666666;1
114.24;0.1566666666666666;1
114.28;0.1583333333333333;1
114.32;0.1583333333333333;1
114.36;0.1583333333333333;1
114.4;0.1583333333333333;1
114.44;0.1616666666666666;1
114.48;0.1633333333333333;1
114.52;0.165;1
114.56;0.1666666666666666;1
114.6;0.1716666666666666;1
114.64;0.175;1
114.68;0.175;1
114.72;0.175;1
114.76;0.175;1
114.8;0.1733333333333333;1
114.84;0.1716666666666666;1
114.88;0.1716666666666666;1
114.92;0.17;1
114.96;0.17;1
115.0;0.17;1
115.04;0.1683333333333333;1
115.08;0.1666666666666666;1
115.12;0.1666666666666666;1
115.16;0.1666666666666666;1
115.2;0.165;1
115.24;0.165;1
115.28;0.165;1
115.32;0.1633333333333333;1
115.36;0.1633333333333333;1
115.4;0.1633333333333333;1
115.44;0.1583333333333333;1
115.48;0.1533333333333333;1
115.52;0.1483333333333333;0
115.56;0.145;0
115.6;0.145;0
115.64;0.145;0
115.68;0.145;0
115.72;0.145;0
115.76;0.145;0
115.8;0.145;0
115.84;0.145;0
115.88;0.1433333333333333;0
115.92;0.1433333333333333;0
115.96;0.1433333333333333;0
116.0;0.1433333333333333;0
116.04;0.145;0
116.08;0.145;0
116.12;0.145;0
116.16;0.145;0
116.2;0.145;0
116.24;0.145;0
116.28;0.1433333333333333;0
116.32;0.1433333333333333;0
116.36;0.1416666666666667;0
116.4;0.14;0
116.44;0.14;0
116.48;0.1366666666666667;0
116.52;0.1333333333333333;0
116.56;0.1333333333333333;0
116.6;0.1333333333333333;0
116.64;0.1333333333333333;0
116.68;0.1333333333333333;0
116.72;0.1333333333333333;0
116.76;0.1333333333333333;0
116.8;0.1333333333333333;0
116.84;0.1333333333333333;0
116.88;0.1333333333333333;0
116.92;0.135;0
116.96;0.135;0
117.0;0.1333333333333333;0
117.04;0.1316666666666666;0
117.08;0.1316666666666666;0
117.12;0.1316666666666666;0
117.16;0.13;0
117.2;0.1266666666666666;0
117.24;0.1216666666666666;0
117.28;0.1183333333333333;0
117.32;0.1166666666666666;0
